Instance,Terminal,Layer,X location,Y location,Voltage
FILLER_70_699,VPWR,li1,324.5300,195.8400,1.800000
FILLER_70_693,VPWR,li1,322.9200,195.8400,1.800000
FILLER_70_681,VPWR,li1,318.7800,195.8400,1.800000
FILLER_70_669,VPWR,li1,313.2600,195.8400,1.800000
FILLER_70_657,VPWR,li1,307.7400,195.8400,1.800000
FILLER_70_645,VPWR,li1,302.2200,195.8400,1.800000
FILLER_70_643,VPWR,li1,298.7700,195.8400,1.800000
FILLER_70_613,VPWR,li1,284.9700,195.8400,1.800000
FILLER_70_609,VPWR,li1,283.8200,195.8400,1.800000
FILLER_70_584,VPWR,li1,272.3200,195.8400,1.800000
FILLER_70_555,VPWR,li1,258.2900,195.8400,1.800000
FILLER_70_551,VPWR,li1,257.1400,195.8400,1.800000
FILLER_70_539,VPWR,li1,250.9300,195.8400,1.800000
FILLER_70_533,VPWR,li1,249.3200,195.8400,1.800000
FILLER_70_521,VPWR,li1,242.8800,195.8400,1.800000
FILLER_70_483,VPWR,li1,225.1700,195.8400,1.800000
FILLER_70_477,VPWR,li1,223.5600,195.8400,1.799999
FILLER_70_465,VPWR,li1,217.1200,195.8400,1.799999
FILLER_70_443,VPWR,li1,206.7700,195.8400,1.799999
FILLER_70_439,VPWR,li1,205.6200,195.8400,1.799999
FILLER_70_393,VPWR,li1,183.7700,195.8400,1.799999
FILLER_70_385,VPWR,li1,181.7000,195.8400,1.799999
FILLER_70_363,VPWR,li1,169.9700,195.8400,1.799999
FILLER_70_355,VPWR,li1,167.9000,195.8400,1.799999
FILLER_70_307,VPWR,li1,144.2100,195.8400,1.799999
FILLER_70_299,VPWR,li1,142.1400,195.8400,1.799999
FILLER_70_287,VPWR,li1,137.5400,195.8400,1.799999
FILLER_70_240,VPWR,li1,114.0800,195.8400,1.799999
FILLER_70_172,VPWR,li1,82.8000,195.8400,1.799999
FILLER_70_154,VPWR,li1,73.8300,195.8400,1.799999
FILLER_70_141,VPWR,li1,68.5400,195.8400,1.799999
FILLER_70_130,VPWR,li1,62.7900,195.8400,1.799999
FILLER_70_126,VPWR,li1,61.6400,195.8400,1.799999
FILLER_70_99,VPWR,li1,49.2200,195.8400,1.799999
FILLER_70_89,VPWR,li1,43.9300,195.8400,1.799999
FILLER_70_85,VPWR,li1,42.7800,195.8400,1.799999
FILLER_70_61,VPWR,li1,31.5100,195.8400,1.800000
FILLER_70_53,VPWR,li1,28.9800,195.8400,1.800000
FILLER_70_41,VPWR,li1,24.3800,195.8400,1.800000
FILLER_70_29,VPWR,li1,18.8600,195.8400,1.800000
FILLER_70_27,VPWR,li1,15.4100,195.8400,1.800000
FILLER_70_15,VPWR,li1,12.4200,195.8400,1.800000
FILLER_70_3,VPWR,li1,6.9000,195.8400,1.800000
FILLER_69_709,VPWR,li1,329.8200,190.4000,1.800000
FILLER_69_697,VPWR,li1,326.1400,190.4000,1.800000
FILLER_69_685,VPWR,li1,320.6200,190.4000,1.800000
FILLER_69_673,VPWR,li1,315.1000,190.4000,1.800000
FILLER_69_669,VPWR,li1,311.1900,190.4000,1.800000
FILLER_69_657,VPWR,li1,307.7400,190.4000,1.800000
FILLER_69_645,VPWR,li1,302.2200,190.4000,1.800000
FILLER_69_621,VPWR,li1,288.6500,190.4000,1.800000
FILLER_69_617,VPWR,li1,287.5000,190.4000,1.800000
FILLER_69_614,VPWR,li1,285.6600,190.4000,1.800000
FILLER_69_569,VPWR,li1,264.9600,190.4000,1.800000
FILLER_69_559,VPWR,li1,260.1300,190.4000,1.800000
FILLER_69_553,VPWR,li1,258.5200,190.4000,1.800000
FILLER_69_521,VPWR,li1,242.8800,190.4000,1.800000
FILLER_69_513,VPWR,li1,240.5800,190.4000,1.800000
FILLER_69_447,VPWR,li1,208.6100,190.4000,1.799999
FILLER_69_441,VPWR,li1,207.0000,190.4000,1.799999
FILLER_69_413,VPWR,li1,194.5800,190.4000,1.799999
FILLER_69_353,VPWR,li1,165.6000,190.4000,1.799999
FILLER_69_345,VPWR,li1,163.3000,190.4000,1.799999
FILLER_69_317,VPWR,li1,149.0400,190.4000,1.799999
FILLER_69_306,VPWR,li1,143.9800,190.4000,1.799999
FILLER_69_298,VPWR,li1,141.6800,190.4000,1.799999
FILLER_69_268,VPWR,li1,128.8000,190.4000,1.799999
FILLER_69_225,VPWR,li1,106.9500,190.4000,1.799999
FILLER_69_203,VPWR,li1,96.3700,190.4000,1.799999
FILLER_69_178,VPWR,li1,84.8700,190.4000,1.799999
FILLER_69_110,VPWR,li1,53.8200,190.4000,1.799999
FILLER_69_57,VPWR,li1,31.7400,190.4000,1.800000
FILLER_69_55,VPWR,li1,28.2900,190.4000,1.800000
FILLER_69_51,VPWR,li1,27.1400,190.4000,1.800000
FILLER_69_39,VPWR,li1,23.4600,190.4000,1.800000
FILLER_69_27,VPWR,li1,17.9400,190.4000,1.800000
FILLER_69_15,VPWR,li1,12.4200,190.4000,1.800000
FILLER_69_3,VPWR,li1,6.9000,190.4000,1.800000
FILLER_68_701,VPWR,li1,327.9800,190.4000,1.800000
FILLER_68_699,VPWR,li1,324.5300,190.4000,1.800000
FILLER_68_693,VPWR,li1,322.9200,190.4000,1.800000
FILLER_68_683,VPWR,li1,317.1700,190.4000,1.800000
FILLER_68_677,VPWR,li1,315.5600,190.4000,1.800000
FILLER_68_665,VPWR,li1,311.4200,190.4000,1.800000
FILLER_68_653,VPWR,li1,305.9000,190.4000,1.800000
FILLER_68_589,VPWR,li1,274.3900,190.4000,1.800000
FILLER_68_586,VPWR,li1,272.7800,190.4000,1.800000
FILLER_68_576,VPWR,li1,267.9500,190.4000,1.800000
FILLER_68_533,VPWR,li1,248.6300,190.4000,1.800000
FILLER_68_531,VPWR,li1,247.2500,190.4000,1.800000
FILLER_68_527,VPWR,li1,246.1000,190.4000,1.800000
FILLER_68_486,VPWR,li1,229.0800,190.4000,1.799999
FILLER_68_475,VPWR,li1,221.4900,190.4000,1.799999
FILLER_68_465,VPWR,li1,216.8900,190.4000,1.799999
FILLER_68_453,VPWR,li1,213.9000,190.4000,1.799999
FILLER_68_421,VPWR,li1,199.1800,190.4000,1.799999
FILLER_68_418,VPWR,li1,195.5000,190.4000,1.799999
FILLER_68_375,VPWR,li1,175.9500,190.4000,1.799999
FILLER_68_365,VPWR,li1,170.8900,190.4000,1.799999
FILLER_68_363,VPWR,li1,169.9700,190.4000,1.799999
FILLER_68_351,VPWR,li1,166.9800,190.4000,1.799999
FILLER_68_313,VPWR,li1,146.9700,190.4000,1.799999
FILLER_68_309,VPWR,li1,145.8200,190.4000,1.799999
FILLER_68_253,VPWR,li1,120.5200,190.4000,1.799999
FILLER_68_237,VPWR,li1,113.1600,190.4000,1.799999
FILLER_68_214,VPWR,li1,101.8900,190.4000,1.799999
FILLER_68_206,VPWR,li1,99.3600,190.4000,1.799999
FILLER_68_175,VPWR,li1,83.4900,190.4000,1.799999
FILLER_68_141,VPWR,li1,69.4600,190.4000,1.799999
FILLER_68_128,VPWR,li1,64.4000,190.4000,1.799999
FILLER_68_116,VPWR,li1,58.8800,190.4000,1.799999
FILLER_68_85,VPWR,li1,42.7800,190.4000,1.799999
FILLER_68_61,VPWR,li1,31.5100,190.4000,1.800000
FILLER_68_53,VPWR,li1,28.9800,190.4000,1.800000
FILLER_68_41,VPWR,li1,24.3800,190.4000,1.800000
FILLER_68_29,VPWR,li1,18.8600,190.4000,1.800000
FILLER_68_27,VPWR,li1,15.4100,190.4000,1.800000
FILLER_68_15,VPWR,li1,12.4200,190.4000,1.800000
FILLER_68_3,VPWR,li1,6.9000,190.4000,1.800000
FILLER_67_709,VPWR,li1,329.8200,184.9600,1.800000
FILLER_67_679,VPWR,li1,315.3300,184.9600,1.800000
FILLER_67_673,VPWR,li1,313.7200,184.9600,1.800000
FILLER_67_666,VPWR,li1,310.5000,184.9600,1.800000
FILLER_67_654,VPWR,li1,306.3600,184.9600,1.800000
FILLER_67_615,VPWR,li1,285.8900,184.9600,1.800000
FILLER_67_611,VPWR,li1,284.7400,184.9600,1.800000
FILLER_67_589,VPWR,li1,274.1600,184.9600,1.800000
FILLER_67_579,VPWR,li1,269.5600,184.9600,1.800000
FILLER_67_567,VPWR,li1,263.8100,184.9600,1.800000
FILLER_67_561,VPWR,li1,262.2000,184.9600,1.800000
FILLER_67_550,VPWR,li1,255.9900,184.9600,1.800000
FILLER_67_533,VPWR,li1,249.3200,184.9600,1.800000
FILLER_67_531,VPWR,li1,247.2500,184.9600,1.800000
FILLER_67_527,VPWR,li1,246.1000,184.9600,1.800000
FILLER_67_515,VPWR,li1,242.4200,184.9600,1.800000
FILLER_67_505,VPWR,li1,235.2900,184.9600,1.800000
FILLER_67_502,VPWR,li1,234.1400,184.9600,1.800000
FILLER_67_489,VPWR,li1,228.6200,184.9600,1.800000
FILLER_67_477,VPWR,li1,224.9400,184.9600,1.800000
FILLER_67_473,VPWR,li1,221.0300,184.9600,1.800000
FILLER_67_461,VPWR,li1,217.5800,184.9600,1.800000
FILLER_67_449,VPWR,li1,212.0600,184.9600,1.800000
FILLER_67_419,VPWR,li1,195.7300,184.9600,1.800000
FILLER_67_413,VPWR,li1,194.1200,184.9600,1.800000
FILLER_67_388,VPWR,li1,182.1600,184.9600,1.800000
FILLER_67_376,VPWR,li1,175.9500,184.9600,1.799999
FILLER_67_358,VPWR,li1,168.8200,184.9600,1.799999
FILLER_67_346,VPWR,li1,164.6800,184.9600,1.799999
FILLER_67_333,VPWR,li1,156.6300,184.9600,1.799999
FILLER_67_309,VPWR,li1,145.8200,184.9600,1.800000
FILLER_67_307,VPWR,li1,144.2100,184.9600,1.800000
FILLER_67_303,VPWR,li1,143.0600,184.9600,1.800000
FILLER_67_285,VPWR,li1,134.0900,184.9600,1.800000
FILLER_67_281,VPWR,li1,132.9400,184.9600,1.800000
FILLER_67_274,VPWR,li1,130.1800,184.9600,1.800000
FILLER_67_262,VPWR,li1,126.0400,184.9600,1.800000
FILLER_67_248,VPWR,li1,117.7600,184.9600,1.800000
FILLER_67_236,VPWR,li1,114.0800,184.9600,1.800000
FILLER_67_225,VPWR,li1,106.7200,184.9600,1.800000
FILLER_67_218,VPWR,li1,104.4200,184.9600,1.800000
FILLER_67_206,VPWR,li1,100.2800,184.9600,1.800000
FILLER_67_194,VPWR,li1,92.4600,184.9600,1.800000
FILLER_67_173,VPWR,li1,82.5700,184.9600,1.800000
FILLER_67_169,VPWR,li1,81.4200,184.9600,1.800000
FILLER_67_167,VPWR,li1,79.8100,184.9600,1.800000
FILLER_67_161,VPWR,li1,78.2000,184.9600,1.800000
FILLER_67_137,VPWR,li1,66.4700,184.9600,1.800000
FILLER_67_125,VPWR,li1,63.0200,184.9600,1.800000
FILLER_67_113,VPWR,li1,57.5000,184.9600,1.800000
FILLER_67_109,VPWR,li1,53.5900,184.9600,1.800000
FILLER_67_85,VPWR,li1,42.0900,184.9600,1.800000
FILLER_67_81,VPWR,li1,40.7100,184.9600,1.800000
FILLER_67_69,VPWR,li1,37.2600,184.9600,1.800000
FILLER_67_57,VPWR,li1,31.7400,184.9600,1.800000
FILLER_67_53,VPWR,li1,27.8300,184.9600,1.800000
FILLER_67_41,VPWR,li1,24.3800,184.9600,1.800000
FILLER_67_29,VPWR,li1,18.8600,184.9600,1.800000
FILLER_67_27,VPWR,li1,15.4100,184.9600,1.800000
FILLER_67_15,VPWR,li1,12.4200,184.9600,1.800000
FILLER_67_3,VPWR,li1,6.9000,184.9600,1.800000
FILLER_66_697,VPWR,li1,325.2200,184.9600,1.800000
FILLER_65_712,VPWR,li1,330.5100,179.5200,1.800000
FILLER_65_708,VPWR,li1,329.3600,179.5200,1.800000
FILLER_64_712,VPWR,li1,330.5100,179.5200,1.800000
FILLER_64_706,VPWR,li1,328.9000,179.5200,1.800000
FILLER_63_712,VPWR,li1,330.5100,174.0800,1.800000
FILLER_63_700,VPWR,li1,327.5200,174.0800,1.800000
FILLER_63_688,VPWR,li1,322.0000,174.0800,1.800000
FILLER_62_712,VPWR,li1,330.5100,174.0800,1.800000
FILLER_62_708,VPWR,li1,329.3600,174.0800,1.800000
FILLER_61_709,VPWR,li1,329.8200,168.6400,1.800000
FILLER_61_698,VPWR,li1,324.5300,168.6400,1.800000
FILLER_61_688,VPWR,li1,319.4700,168.6400,1.800000
FILLER_60_688,VPWR,li1,321.0800,168.6400,1.800000
FILLER_59_709,VPWR,li1,329.8200,163.2000,1.800000
FILLER_59_688,VPWR,li1,319.4700,163.2000,1.800000
FILLER_58_709,VPWR,li1,329.8200,163.2000,1.800000
FILLER_58_688,VPWR,li1,319.4700,163.2000,1.800000
FILLER_57_711,VPWR,li1,330.2800,157.7600,1.800000
FILLER_57_688,VPWR,li1,319.4700,157.7600,1.800000
FILLER_56_705,VPWR,li1,328.9000,157.7600,1.800000
FILLER_56_688,VPWR,li1,321.0800,157.7600,1.800000
FILLER_55_710,VPWR,li1,330.0500,152.3200,1.800000
FILLER_55_688,VPWR,li1,319.7000,152.3200,1.800000
FILLER_54_688,VPWR,li1,321.0800,152.3200,1.800000
FILLER_53_704,VPWR,li1,326.8300,146.8800,1.800000
FILLER_53_694,VPWR,li1,322.2300,146.8800,1.800000
FILLER_53_688,VPWR,li1,320.6200,146.8800,1.800000
FILLER_52_710,VPWR,li1,330.0500,146.8800,1.800000
FILLER_52_688,VPWR,li1,319.7000,146.8800,1.800000
FILLER_51_710,VPWR,li1,330.0500,141.4400,1.800000
FILLER_51_702,VPWR,li1,327.5200,141.4400,1.800000
FILLER_51_692,VPWR,li1,321.3100,141.4400,1.800000
FILLER_51_688,VPWR,li1,320.1600,141.4400,1.800000
FILLER_50_712,VPWR,li1,330.5100,141.4400,1.800000
FILLER_50_700,VPWR,li1,327.5200,141.4400,1.800000
FILLER_50_688,VPWR,li1,322.0000,141.4400,1.800000
FILLER_49_712,VPWR,li1,330.5100,136.0000,1.800000
FILLER_49_700,VPWR,li1,327.5200,136.0000,1.800000
FILLER_49_688,VPWR,li1,322.0000,136.0000,1.800000
FILLER_48_705,VPWR,li1,328.9000,136.0000,1.800000
FILLER_48_688,VPWR,li1,321.0800,136.0000,1.800000
FILLER_47_710,VPWR,li1,330.0500,130.5600,1.800000
FILLER_47_688,VPWR,li1,319.7000,130.5600,1.800000
FILLER_46_688,VPWR,li1,321.0800,130.5600,1.800000
FILLER_45_694,VPWR,li1,322.4600,125.1200,1.800000
FILLER_44_712,VPWR,li1,330.5100,125.1200,1.800000
FILLER_44_708,VPWR,li1,329.3600,125.1200,1.800000
FILLER_43_710,VPWR,li1,330.0500,119.6800,1.800000
FILLER_43_688,VPWR,li1,319.7000,119.6800,1.800000
FILLER_42_712,VPWR,li1,330.5100,119.6800,1.800000
FILLER_42_708,VPWR,li1,329.3600,119.6800,1.800000
FILLER_41_712,VPWR,li1,330.5100,114.2400,1.800000
FILLER_41_704,VPWR,li1,328.4400,114.2400,1.800000
FILLER_40_709,VPWR,li1,329.8200,114.2400,1.800000
FILLER_40_697,VPWR,li1,326.1400,114.2400,1.800000
FILLER_40_694,VPWR,li1,322.2300,114.2400,1.800000
FILLER_40_688,VPWR,li1,320.6200,114.2400,1.800000
FILLER_39_710,VPWR,li1,330.0500,108.8000,1.800000
FILLER_39_688,VPWR,li1,319.7000,108.8000,1.800000
FILLER_38_703,VPWR,li1,326.6000,108.8000,1.800000
FILLER_38_696,VPWR,li1,323.1500,108.8000,1.800000
FILLER_38_688,VPWR,li1,321.0800,108.8000,1.800000
FILLER_37_711,VPWR,li1,330.2800,103.3600,1.800000
FILLER_37_688,VPWR,li1,321.0800,103.3600,1.800000
FILLER_36_705,VPWR,li1,328.9000,103.3600,1.800000
FILLER_36_688,VPWR,li1,321.0800,103.3600,1.800000
FILLER_35_710,VPWR,li1,330.0500,97.9200,1.800000
FILLER_35_688,VPWR,li1,319.7000,97.9200,1.800000
FILLER_34_688,VPWR,li1,321.0800,97.9200,1.800000
FILLER_33_688,VPWR,li1,321.0800,92.4800,1.800000
FILLER_32_710,VPWR,li1,330.0500,92.4800,1.800000
FILLER_32_688,VPWR,li1,319.7000,92.4800,1.800000
FILLER_31_694,VPWR,li1,322.2300,87.0400,1.800000
FILLER_31_688,VPWR,li1,320.6200,87.0400,1.800000
FILLER_30_709,VPWR,li1,329.8200,87.0400,1.800000
FILLER_30_697,VPWR,li1,326.1400,87.0400,1.800000
FILLER_30_694,VPWR,li1,322.2300,87.0400,1.800000
FILLER_30_688,VPWR,li1,320.6200,87.0400,1.800000
FILLER_29_704,VPWR,li1,326.8300,81.6000,1.800000
FILLER_29_700,VPWR,li1,325.6800,81.6000,1.800000
FILLER_29_688,VPWR,li1,322.0000,81.6000,1.800000
FILLER_28_694,VPWR,li1,322.2300,81.6000,1.800000
FILLER_28_688,VPWR,li1,320.6200,81.6000,1.800000
FILLER_27_709,VPWR,li1,329.8200,76.1600,1.800000
FILLER_27_697,VPWR,li1,326.1400,76.1600,1.800000
FILLER_27_694,VPWR,li1,322.2300,76.1600,1.800000
FILLER_27_688,VPWR,li1,320.6200,76.1600,1.800000
FILLER_26_710,VPWR,li1,330.0500,76.1600,1.800000
FILLER_26_688,VPWR,li1,319.7000,76.1600,1.800000
FILLER_25_712,VPWR,li1,330.5100,70.7200,1.800000
FILLER_25_700,VPWR,li1,327.5200,70.7200,1.800000
FILLER_25_688,VPWR,li1,322.0000,70.7200,1.800000
FILLER_24_712,VPWR,li1,330.5100,70.7200,1.800000
FILLER_24_700,VPWR,li1,327.5200,70.7200,1.800000
FILLER_24_688,VPWR,li1,322.0000,70.7200,1.800000
FILLER_23_710,VPWR,li1,330.0500,65.2800,1.800000
FILLER_23_688,VPWR,li1,319.7000,65.2800,1.800000
FILLER_22_704,VPWR,li1,326.8300,65.2800,1.800000
FILLER_22_700,VPWR,li1,325.6800,65.2800,1.800000
FILLER_22_688,VPWR,li1,322.0000,65.2800,1.800000
FILLER_21_688,VPWR,li1,319.7000,59.8400,1.800000
FILLER_20_705,VPWR,li1,328.9000,59.8400,1.800000
FILLER_20_688,VPWR,li1,321.0800,59.8400,1.800000
FILLER_19_712,VPWR,li1,330.5100,54.4000,1.800000
FILLER_19_704,VPWR,li1,328.4400,54.4000,1.800000
FILLER_19_694,VPWR,li1,322.2300,54.4000,1.800000
FILLER_19_688,VPWR,li1,320.6200,54.4000,1.800000
FILLER_18_705,VPWR,li1,328.9000,54.4000,1.800000
FILLER_18_688,VPWR,li1,321.0800,54.4000,1.800000
FILLER_17_705,VPWR,li1,328.9000,48.9600,1.800000
FILLER_17_688,VPWR,li1,321.0800,48.9600,1.800000
FILLER_16_704,VPWR,li1,326.8300,48.9600,1.800000
FILLER_16_700,VPWR,li1,325.6800,48.9600,1.800000
FILLER_16_688,VPWR,li1,322.0000,48.9600,1.800000
FILLER_15_710,VPWR,li1,330.0500,43.5200,1.800000
FILLER_15_688,VPWR,li1,319.7000,43.5200,1.800000
FILLER_14_688,VPWR,li1,321.0800,43.5200,1.800000
FILLER_13_710,VPWR,li1,330.0500,38.0800,1.800000
FILLER_13_688,VPWR,li1,319.7000,38.0800,1.800000
FILLER_12_688,VPWR,li1,320.6200,38.0800,1.800000
FILLER_11_712,VPWR,li1,330.5100,32.6400,1.800000
FILLER_10_712,VPWR,li1,330.5100,32.6400,1.800000
FILLER_10_706,VPWR,li1,328.9000,32.6400,1.800000
FILLER_10_696,VPWR,li1,323.1500,32.6400,1.800000
FILLER_10_688,VPWR,li1,320.6200,32.6400,1.800000
FILLER_9_712,VPWR,li1,330.5100,27.2000,1.800000
FILLER_9_708,VPWR,li1,329.3600,27.2000,1.800000
FILLER_8_712,VPWR,li1,330.5100,27.2000,1.800000
FILLER_8_708,VPWR,li1,329.3600,27.2000,1.800000
FILLER_7_710,VPWR,li1,330.0500,21.7600,1.800000
FILLER_7_688,VPWR,li1,319.7000,21.7600,1.800000
FILLER_6_712,VPWR,li1,330.5100,21.7600,1.800000
FILLER_6_708,VPWR,li1,329.3600,21.7600,1.800000
FILLER_5_712,VPWR,li1,330.5100,16.3200,1.800000
FILLER_5_706,VPWR,li1,328.9000,16.3200,1.800000
FILLER_4_710,VPWR,li1,330.0500,16.3200,1.800000
FILLER_3_712,VPWR,li1,330.5100,10.8800,1.800000
FILLER_3_706,VPWR,li1,328.9000,10.8800,1.800000
FILLER_2_688,VPWR,li1,321.0800,10.8800,1.800000
FILLER_1_704,VPWR,li1,326.8300,5.4400,1.800000
FILLER_1_698,VPWR,li1,325.2200,5.4400,1.800000
FILLER_1_688,VPWR,li1,321.0800,5.4400,1.800000
FILLER_0_704,VPWR,li1,326.8300,5.4400,1.800000
FILLER_0_700,VPWR,li1,325.6800,5.4400,1.800000
FILLER_0_688,VPWR,li1,322.0000,5.4400,1.800000
ANTENNA_34,VPWR,li1,277.3800,201.2800,1.800000
ANTENNA_33,VPWR,li1,278.3000,195.8400,1.800000
ANTENNA_32,VPWR,li1,251.6200,195.8400,1.800000
ANTENNA_31,VPWR,li1,264.5000,184.9600,1.800000
ANTENNA_30,VPWR,li1,176.6400,184.9600,1.799999
ANTENNA_29,VPWR,li1,127.8800,212.1600,1.799999
ANTENNA_28,VPWR,li1,89.7000,201.2800,1.799999
ANTENNA_27,VPWR,li1,88.7800,201.2800,1.799999
ANTENNA_26,VPWR,li1,80.9600,195.8400,1.799999
ANTENNA_25,VPWR,li1,209.7600,212.1600,1.799999
ANTENNA_24,VPWR,li1,226.7800,212.1600,1.800000
ANTENNA_23,VPWR,li1,217.1200,201.2800,1.799999
ANTENNA_22,VPWR,li1,97.9800,212.1600,1.799999
ANTENNA_21,VPWR,li1,251.1600,184.9600,1.800000
ANTENNA_20,VPWR,li1,320.1600,157.7600,1.800000
ANTENNA_19,VPWR,li1,324.3000,163.2000,1.800000
ANTENNA_18,VPWR,li1,322.9200,87.0400,1.800000
ANTENNA_17,VPWR,li1,323.8400,27.2000,1.800000
ANTENNA_16,VPWR,li1,322.4600,38.0800,1.800000
ANTENNA_15,VPWR,li1,322.4600,32.6400,1.800000
ANTENNA_14,VPWR,li1,322.9200,76.1600,1.800000
ANTENNA_13,VPWR,li1,322.9200,114.2400,1.800000
ANTENNA_12,VPWR,li1,188.6000,206.7200,1.799999
ANTENNA_11,VPWR,li1,185.3800,212.1600,1.799999
ANTENNA_10,VPWR,li1,184.4600,212.1600,1.799999
ANTENNA_9,VPWR,li1,175.7200,212.1600,1.799999
ANTENNA_8,VPWR,li1,174.8000,212.1600,1.799999
ANTENNA_7,VPWR,li1,165.1400,201.2800,1.799999
ANTENNA_6,VPWR,li1,175.2600,184.9600,1.799999
ANTENNA_5,VPWR,li1,323.3800,5.4400,1.800000
ANTENNA_4,VPWR,li1,319.7000,16.3200,1.800000
ANTENNA_3,VPWR,li1,151.3400,212.1600,1.799999
ANTENNA_2,VPWR,li1,111.7800,212.1600,1.799999
ANTENNA_1,VPWR,li1,110.8600,212.1600,1.799999
hold113,VPWR,li1,116.8400,206.7200,1.799999
hold112,VPWR,li1,129.2600,195.8400,1.799999
hold111,VPWR,li1,170.6600,195.8400,1.799999
hold110,VPWR,li1,160.0800,195.8400,1.799999
hold109,VPWR,li1,140.3000,184.9600,1.800000
hold108,VPWR,li1,150.8800,206.7200,1.799998
hold107,VPWR,li1,159.6200,190.4000,1.799999
hold106,VPWR,li1,198.2600,212.1600,1.799999
hold105,VPWR,li1,198.2600,217.6000,1.799999
hold104,VPWR,li1,92.0000,206.7200,1.799999
hold103,VPWR,li1,91.0800,223.0400,1.800000
hold102,VPWR,li1,328.9000,97.9200,1.800000
hold101,VPWR,li1,172.5000,217.6000,1.799999
hold100,VPWR,li1,95.2200,195.8400,1.799999
hold99,VPWR,li1,193.2000,223.0400,1.800000
hold98,VPWR,li1,328.9000,130.5600,1.800000
hold97,VPWR,li1,79.1200,217.6000,1.799999
hold96,VPWR,li1,328.9000,38.0800,1.800000
hold95,VPWR,li1,96.1400,206.7200,1.799999
hold94,VPWR,li1,258.0600,217.6000,1.800000
hold93,VPWR,li1,219.8800,217.6000,1.799999
hold92,VPWR,li1,78.2000,190.4000,1.799999
hold91,VPWR,li1,56.5800,223.0400,1.800000
hold90,VPWR,li1,269.5600,212.1600,1.800000
hold89,VPWR,li1,56.5800,190.4000,1.799999
hold88,VPWR,li1,141.2200,217.6000,1.799999
hold87,VPWR,li1,103.0400,217.6000,1.799999
hold86,VPWR,li1,221.2600,217.6000,1.799999
hold85,VPWR,li1,262.6600,190.4000,1.800000
hold84,VPWR,li1,328.9000,152.3200,1.800000
hold83,VPWR,li1,148.5800,223.0400,1.800000
hold82,VPWR,li1,138.0000,190.4000,1.799999
hold81,VPWR,li1,215.2800,190.4000,1.799999
hold80,VPWR,li1,226.3200,212.1600,1.800000
hold79,VPWR,li1,45.0800,206.7200,1.799999
hold78,VPWR,li1,103.9600,223.0400,1.800000
hold77,VPWR,li1,172.9600,206.7200,1.799999
hold76,VPWR,li1,133.8600,217.6000,1.799999
hold75,VPWR,li1,199.1800,212.1600,1.799999
hold74,VPWR,li1,97.9800,206.7200,1.799999
hold73,VPWR,li1,327.0600,184.9600,1.800000
hold72,VPWR,li1,328.9000,5.4400,1.800000
hold71,VPWR,li1,59.8000,206.7200,1.799999
hold70,VPWR,li1,116.3800,217.6000,1.799999
hold69,VPWR,li1,207.0000,195.8400,1.799999
hold68,VPWR,li1,237.3600,201.2800,1.800000
hold67,VPWR,li1,241.5000,206.7200,1.799999
hold66,VPWR,li1,328.9000,168.6400,1.800000
hold65,VPWR,li1,178.0200,223.0400,1.800000
hold64,VPWR,li1,138.0000,201.2800,1.799999
hold63,VPWR,li1,207.0000,212.1600,1.799999
hold62,VPWR,li1,280.1400,195.8400,1.800000
hold61,VPWR,li1,284.2800,195.8400,1.800000
hold60,VPWR,li1,116.8400,195.8400,1.799999
hold59,VPWR,li1,243.8000,201.2800,1.800000
hold58,VPWR,li1,328.9000,92.4800,1.800000
hold57,VPWR,li1,301.3000,190.4000,1.800000
hold56,VPWR,li1,74.9800,223.0400,1.800000
hold55,VPWR,li1,241.5000,201.2800,1.800000
hold54,VPWR,li1,328.9000,48.9600,1.800000
hold53,VPWR,li1,181.2400,190.4000,1.799999
hold52,VPWR,li1,181.2400,206.7200,1.799999
hold51,VPWR,li1,299.0000,195.8400,1.800000
hold50,VPWR,li1,328.9000,5.4400,1.800000
hold49,VPWR,li1,228.6200,190.4000,1.799999
hold48,VPWR,li1,236.9000,190.4000,1.800000
hold47,VPWR,li1,154.5600,206.7200,1.799998
hold46,VPWR,li1,162.3800,190.4000,1.799999
hold45,VPWR,li1,202.4000,201.2800,1.799999
hold44,VPWR,li1,284.2800,206.7200,1.800000
hold43,VPWR,li1,67.6200,206.7200,1.799999
hold42,VPWR,li1,142.1400,201.2800,1.799999
hold41,VPWR,li1,244.7200,217.6000,1.800000
hold40,VPWR,li1,80.0400,195.8400,1.799999
hold39,VPWR,li1,116.3800,201.2800,1.799999
hold38,VPWR,li1,236.9000,223.0400,1.800000
hold37,VPWR,li1,111.3200,195.8400,1.799999
hold36,VPWR,li1,57.0400,212.1600,1.800000
hold35,VPWR,li1,194.1200,195.8400,1.799999
hold34,VPWR,li1,151.3400,190.4000,1.799999
hold33,VPWR,li1,40.9400,195.8400,1.799999
hold32,VPWR,li1,327.0600,168.6400,1.800000
hold31,VPWR,li1,132.9400,195.8400,1.799999
hold30,VPWR,li1,328.9000,65.2800,1.800000
hold29,VPWR,li1,328.9000,10.8800,1.800000
hold28,VPWR,li1,328.9000,108.8000,1.800000
hold27,VPWR,li1,240.5800,195.8400,1.800000
hold26,VPWR,li1,328.9000,43.5200,1.800000
hold25,VPWR,li1,260.3600,195.8400,1.800000
hold24,VPWR,li1,181.2400,212.1600,1.799999
